1.261893577076031780e+00,1.891669833761692399e+00,3.000210018358248298e+00,1.260268060000000023e+00,1.891714679999999982e+00,3.007179999999999964e+00,3.099989891052246094e-02,6.700000000000000400e-02,0.000000000000000000e+00
7.372074789981192255e-01,1.622073375930488170e+00,-1.124588871228376918e+00,7.375463630039005292e-01,1.621462658206891394e+00,-1.119076018768417891e+00,2.099990844726562500e-02,8.599999999999999312e-02,4.079999999999999738e-01
7.504395518861927128e-01,1.596644081524849046e+00,-9.029666922750874125e-01,7.511593856288742987e-01,1.595888006528995318e+00,-8.977615302791328578e-01,9.999990463256835938e-03,8.000000000000000167e-02,3.519999999999999796e-01
7.899993263860604076e-01,1.558146009530810838e+00,-6.161083397077377066e-01,7.902792292888152215e-01,1.558025468408452019e+00,-6.154666759385275521e-01,1.099991798400878906e-02,7.499999999999999722e-02,2.500000000000000000e-01
8.140876835918937626e-01,1.940747117791754128e+00,-3.011455080363382386e+00,8.126630280047002497e-01,1.940809814262480781e+00,-2.997799994891051867e+00,2.999997138977050781e-02,8.599999999999999312e-02,4.079999999999999738e-01
1.054953049184601310e+00,1.485933260377658494e+00,2.158266840448866686e-01,1.056907820076293580e+00,1.486192199605457454e+00,2.285386951639697406e-01,3.099989891052246094e-02,7.900000000000000078e-02,3.300000000000000155e-01
7.404714198184058072e-01,1.615414826678852389e+00,-1.077299940395772149e+00,7.408679999999999710e-01,1.614577499999999999e+00,-1.069800000000000084e+00,9.999990463256835938e-03,8.599999999999999312e-02,4.079999999999999738e-01
7.578540781564320206e-01,1.587141710752655976e+00,-8.130874711290586587e-01,7.583836390782160430e-01,1.586848555376328074e+00,-8.082437355645293309e-01,9.999990463256835938e-03,7.799999999999999989e-02,3.150000000000000022e-01
8.850985047856431143e-01,1.508611686471021729e+00,-3.928545407256491262e-01,8.854651576763951093e-01,1.508297718436812040e+00,-3.925294125071876472e-01,1.099991798400878906e-02,6.700000000000000400e-02,0.000000000000000000e+00
1.031034791965349973e+00,1.481771056194866043e+00,1.022963071869453511e-01,1.031842233184169011e+00,1.481937960506914065e+00,1.052384367090929002e-01,1.999998092651367188e-02,7.699999999999999900e-02,3.029999999999999916e-01
